data,cliente_id,produto,categoria,estado,quantidade,preco,faturamento
2023-03-20,2036,Monitor,Eletrônicos,BA,3,4071.36,12214.08
2023-03-04,2556,Mesa,Casa,RS,3,4347.72,13043.16
2023-07-16,2091,Cadeira,Casa,SP,2,2262.49,4524.98
2024-05-03,1058,Celular,Eletrônicos,RJ,3,3041.39,9124.17
2023-08-03,3030,Teclado,Eletrônicos,PR,5,1666.38,8331.900000000001
2025-09-01,1118,Fone,Eletrônicos,SC,3,2344.06,7032.18
2024-09-19,2430,Mesa,Casa,MG,3,190.82,572.46
2024-08-15,3468,Mesa,Casa,MG,5,649.57,3247.8500000000004
2025-02-18,1635,Fone,Eletrônicos,BA,3,2609.9,7829.700000000001
2025-08-22,3882,Teclado,Eletrônicos,BA,1,154.78,154.78
2025-11-19,4753,Fone,Eletrônicos,RJ,3,4392.69,13178.07
2025-04-21,3300,Mouse,Eletrônicos,RJ,5,2617.07,13085.35
2025-05-30,1061,Teclado,Eletrônicos,BA,5,1332.34,6661.7
2025-08-22,2312,Mouse,Eletrônicos,SC,2,2378.11,4756.22
2023-03-06,3967,Mesa,Casa,PR,2,3882.06,7764.12
2025-09-16,1982,Cadeira,Casa,RJ,5,202.8,1014.0
2023-02-27,3627,Mesa,Casa,SC,4,873.9,3495.6
2024-12-28,2296,Cadeira,Casa,RJ,4,1204.07,4816.28
2025-05-27,1074,Notebook,Eletrônicos,SP,2,425.97,851.94
2024-03-11,3135,Mouse,Eletrônicos,PR,5,3446.14,17230.7
2025-07-22,2577,Teclado,Eletrônicos,PR,4,2460.98,9843.92
2024-11-18,1797,Mouse,Eletrônicos,MG,2,3829.52,7659.04
2025-06-05,1930,Fone,Eletrônicos,MG,3,367.58,1102.74
2025-05-24,4958,Mouse,Eletrônicos,BA,3,3901.88,11705.64
2024-07-04,1786,Mesa,Casa,MG,4,277.36,1109.44
2024-11-24,4520,Mouse,Eletrônicos,SP,4,2153.01,8612.04
2024-06-12,2658,Teclado,Eletrônicos,SP,4,4990.37,19961.48
2025-05-16,2387,Fone,Eletrônicos,RS,2,3985.1,7970.2
2024-04-05,1228,Mouse,Eletrônicos,SC,1,3669.99,3669.99
2024-08-05,3178,Mesa,Casa,RS,2,2889.09,5778.18
2024-03-15,4171,Fone,Eletrônicos,RJ,5,653.19,3265.9500000000003
2023-05-28,3498,Mesa,Casa,BA,3,1888.06,5664.18
2023-09-14,1888,Mouse,Eletrônicos,SC,4,3194.1,12776.4
2025-12-15,2168,Notebook,Eletrônicos,BA,3,4446.42,13339.26
2024-08-17,3986,Notebook,Eletrônicos,MG,5,1571.46,7857.3
2023-11-01,2384,Cadeira,Casa,RJ,3,232.21,696.63
2024-11-03,2905,Mouse,Eletrônicos,MG,2,865.04,1730.08
2025-12-01,1665,Monitor,Eletrônicos,RS,3,2360.16,7080.48
2024-05-02,3719,Fone,Eletrônicos,RJ,5,3719.4,18597.0
2024-11-26,2693,Notebook,Eletrônicos,BA,3,2721.28,8163.84
2023-05-07,4591,Cadeira,Casa,SP,1,1526.85,1526.85
2024-09-20,3259,Mesa,Casa,BA,2,1396.85,2793.7
2023-09-12,2828,Mouse,Eletrônicos,PR,5,711.62,3558.1
2023-01-25,4158,Mesa,Casa,RS,1,3568.95,3568.95
2025-03-09,1919,Cadeira,Casa,PR,4,4636.68,18546.72
2023-07-28,2283,Monitor,Eletrônicos,PR,2,2819.03,5638.06
2024-04-15,4458,Mesa,Casa,RS,2,3348.24,6696.48
2025-12-31,2303,Celular,Eletrônicos,RJ,3,4792.95,14378.849999999999
2023-04-07,2703,Celular,Eletrônicos,MG,3,2017.93,6053.79
2025-03-12,2398,Cadeira,Casa,RJ,2,2244.83,4489.66
2024-03-11,3831,Notebook,Eletrônicos,PR,2,898.86,1797.72
2023-12-15,1324,Cadeira,Casa,PR,5,1196.58,5982.9
2024-11-11,2493,Cadeira,Casa,SP,5,4962.98,24814.899999999998
2024-03-13,1108,Celular,Eletrônicos,RJ,4,3681.57,14726.28
2025-10-17,1286,Monitor,Eletrônicos,RJ,3,4170.33,12510.99
2024-10-30,4425,Fone,Eletrônicos,PR,1,4143.91,4143.91
2023-09-20,1283,Mouse,Eletrônicos,SP,2,1729.64,3459.28
2024-10-28,3323,Notebook,Eletrônicos,RS,3,4167.02,12501.060000000001
2025-01-11,2642,Notebook,Eletrônicos,BA,1,4399.26,4399.26
2023-06-20,3569,Fone,Eletrônicos,SP,2,4687.89,9375.78
2024-03-25,2437,Notebook,Eletrônicos,RS,5,3372.82,16864.100000000002
2024-08-25,4884,Teclado,Eletrônicos,SC,3,4937.39,14812.170000000002
2024-05-15,4284,Teclado,Eletrônicos,BA,1,1616.06,1616.06
2024-01-03,1016,Celular,Eletrônicos,RJ,2,2671.54,5343.08
2023-08-10,4195,Monitor,Eletrônicos,SP,1,1752.56,1752.56
2025-12-12,3468,Mesa,Casa,SP,2,4087.08,8174.16
2024-12-22,3630,Celular,Eletrônicos,MG,5,3600.78,18003.9
2023-12-04,2893,Celular,Eletrônicos,RJ,3,902.58,2707.7400000000002
2025-07-09,3164,Monitor,Eletrônicos,RS,1,490.69,490.69
2024-04-17,1290,Teclado,Eletrônicos,SP,4,1093.68,4374.72
2024-11-11,1421,Mouse,Eletrônicos,RJ,1,300.97,300.97
2024-07-11,4551,Monitor,Eletrônicos,SP,4,4987.44,19949.76
2023-11-06,4497,Celular,Eletrônicos,SP,3,3954.78,11864.34
2024-11-03,3201,Teclado,Eletrônicos,RJ,1,2911.69,2911.69
2023-04-19,3578,Notebook,Eletrônicos,MG,5,1679.5,8397.5
2024-03-25,1610,Mouse,Eletrônicos,SC,2,2170.4,4340.8
2023-07-30,3215,Notebook,Eletrônicos,MG,3,2301.89,6905.67
2025-10-08,1123,Notebook,Eletrônicos,RS,3,3244.62,9733.86
2023-07-18,4654,Fone,Eletrônicos,SC,5,4037.25,20186.25
2025-01-29,2775,Cadeira,Casa,RS,4,2444.26,9777.04
2023-02-02,4092,Cadeira,Casa,RS,5,3307.98,16539.9
2024-03-27,2576,Mouse,Eletrônicos,PR,4,2604.44,10417.76
2025-04-17,3354,Monitor,Eletrônicos,MG,4,1550.33,6201.32
2023-03-21,2268,Celular,Eletrônicos,RS,5,1215.03,6075.15
2024-09-02,3281,Mesa,Casa,MG,2,1810.27,3620.54
2025-07-28,1453,Mesa,Casa,RS,5,302.43,1512.15
2023-11-10,2471,Mouse,Eletrônicos,PR,2,2728.83,5457.66
2023-07-02,4082,Cadeira,Casa,PR,4,3283.92,13135.68
2025-12-26,4436,Notebook,Eletrônicos,SP,3,3828.05,11484.150000000001
2023-06-16,2777,Cadeira,Casa,RJ,3,4758.73,14276.189999999999
2025-01-25,1486,Teclado,Eletrônicos,MG,5,744.99,3724.95
2025-11-30,3445,Notebook,Eletrônicos,BA,1,2121.31,2121.31
2025-01-22,4280,Mesa,Casa,RS,2,1654.15,3308.3
2023-01-26,1492,Mouse,Eletrônicos,RJ,3,2249.51,6748.530000000001
2025-10-15,2928,Cadeira,Casa,RS,4,1622.27,6489.08
2023-03-18,3762,Celular,Eletrônicos,RJ,3,4161.4,12484.199999999999
2023-01-24,2801,Mouse,Eletrônicos,MG,5,129.36,646.8000000000001
2025-03-17,1433,Teclado,Eletrônicos,PR,2,2323.3,4646.6
2024-10-10,2706,Teclado,Eletrônicos,MG,3,3794.81,11384.43
2024-01-24,1687,Fone,Eletrônicos,PR,4,4380.28,17521.12
2025-06-29,1694,Mesa,Casa,RS,1,2025.56,2025.56
2025-12-02,1226,Teclado,Eletrônicos,SP,2,3738.96,7477.92
2024-12-13,3309,Cadeira,Casa,PR,5,4404.72,22023.600000000002
2025-09-02,1572,Mouse,Eletrônicos,SP,2,2576.74,5153.48
2023-09-12,3192,Mouse,Eletrônicos,SC,5,1639.09,8195.449999999999
2023-08-05,4049,Mesa,Casa,RS,5,3414.55,17072.75
2025-09-05,3919,Teclado,Eletrônicos,MG,1,1814.95,1814.95
2023-02-24,4259,Fone,Eletrônicos,PR,4,1705.36,6821.44
2024-12-08,3295,Fone,Eletrônicos,PR,2,4055.16,8110.32
2023-04-02,4882,Cadeira,Casa,PR,5,1615.48,8077.4
2023-10-10,3963,Mesa,Casa,SC,4,3165.88,12663.52
2023-01-28,1276,Fone,Eletrônicos,RJ,5,4789.9,23949.5
2025-03-21,3001,Mesa,Casa,PR,4,4772.61,19090.44
2024-11-07,3843,Monitor,Eletrônicos,PR,1,2885.47,2885.47
2024-10-20,4165,Notebook,Eletrônicos,MG,5,4530.77,22653.850000000002
2023-07-30,2315,Cadeira,Casa,PR,3,3813.8,11441.400000000001
2023-12-06,3720,Mouse,Eletrônicos,MG,4,2900.8,11603.2
2025-04-25,1632,Notebook,Eletrônicos,BA,5,3776.41,18882.05
2025-12-14,1676,Mouse,Eletrônicos,SC,3,362.91,1088.73
2024-10-04,2876,Notebook,Eletrônicos,PR,4,4415.43,17661.72
2024-06-01,1215,Mesa,Casa,PR,3,475.3,1425.9
2024-11-12,1500,Mouse,Eletrônicos,PR,1,3600.64,3600.64
2024-07-22,3937,Mouse,Eletrônicos,RJ,2,4873.46,9746.92
2025-01-15,3567,Teclado,Eletrônicos,SC,3,2436.9,7310.700000000001
2025-08-03,3424,Notebook,Eletrônicos,BA,3,4398.82,13196.46
2023-12-11,2885,Monitor,Eletrônicos,SP,4,3212.86,12851.44
2023-05-16,2141,Celular,Eletrônicos,RS,3,2758.1,8274.3
2023-02-12,2699,Teclado,Eletrônicos,PR,4,1439.97,5759.88
2023-11-17,4780,Fone,Eletrônicos,MG,1,4057.79,4057.79
2024-09-22,2608,Notebook,Eletrônicos,RS,2,1299.89,2599.78
2023-05-25,3432,Monitor,Eletrônicos,BA,2,4599.02,9198.04
2024-12-13,4127,Mesa,Casa,SP,2,1755.63,3511.26
2023-12-19,1973,Monitor,Eletrônicos,SC,4,1870.64,7482.56
2024-05-21,3100,Mesa,Casa,BA,5,3258.85,16294.25
2024-12-21,4567,Mesa,Casa,SC,3,2115.6,6346.799999999999
2024-09-21,2499,Fone,Eletrônicos,SP,2,2851.95,5703.9
2024-11-01,1651,Notebook,Eletrônicos,PR,5,4968.98,24844.899999999998
2024-01-11,4451,Notebook,Eletrônicos,PR,4,3129.52,12518.08
2025-01-13,4286,Teclado,Eletrônicos,RS,1,4187.74,4187.74
2023-05-11,2221,Notebook,Eletrônicos,PR,1,3462.42,3462.42
2025-08-29,3936,Fone,Eletrônicos,RS,1,480.82,480.82
2023-12-12,1683,Mouse,Eletrônicos,RS,5,4079.02,20395.1
2025-12-28,1383,Mesa,Casa,SC,5,3528.64,17643.2
2023-06-02,3408,Cadeira,Casa,SP,2,1674.99,3349.98
2025-03-09,1195,Monitor,Eletrônicos,RJ,1,1053.56,1053.56
2025-12-13,4958,Mouse,Eletrônicos,SC,5,1049.12,5245.599999999999
2024-02-26,1340,Fone,Eletrônicos,RJ,1,4625.64,4625.64
2023-05-30,2903,Teclado,Eletrônicos,PR,4,4909.23,19636.92
2025-03-31,3841,Monitor,Eletrônicos,RJ,1,1412.96,1412.96
2023-01-03,2296,Mouse,Eletrônicos,RS,3,4035.37,12106.11
2025-12-18,4619,Monitor,Eletrônicos,SC,3,2695.53,8086.59
2025-05-23,2603,Monitor,Eletrônicos,RJ,5,2442.42,12212.1
2023-01-20,3544,Celular,Eletrônicos,SP,2,2365.54,4731.08
2023-01-14,3245,Celular,Eletrônicos,RJ,2,375.96,751.92
2023-02-15,1767,Monitor,Eletrônicos,PR,5,699.86,3499.3
2025-07-24,4027,Cadeira,Casa,PR,5,3128.74,15643.699999999999
2023-07-05,2993,Fone,Eletrônicos,SP,4,1304.07,5216.28
2023-01-07,4989,Mouse,Eletrônicos,SC,5,1642.1,8210.5
2023-10-23,4234,Mouse,Eletrônicos,RJ,2,1631.48,3262.96
2023-07-06,2194,Fone,Eletrônicos,MG,2,1060.82,2121.64
2025-03-03,3179,Notebook,Eletrônicos,SC,1,2694.83,2694.83
2025-05-30,3987,Teclado,Eletrônicos,PR,1,3487.56,3487.56
2023-01-04,1148,Mouse,Eletrônicos,RJ,4,1849.85,7399.4
2023-06-21,4956,Mouse,Eletrônicos,PR,2,2102.61,4205.22
2024-12-24,3255,Celular,Eletrônicos,RS,1,3885.62,3885.62
2024-01-29,2921,Notebook,Eletrônicos,RJ,4,3091.44,12365.76
2023-08-20,3235,Mouse,Eletrônicos,BA,1,2292.59,2292.59
2024-09-12,2470,Fone,Eletrônicos,RS,4,3653.78,14615.12
2025-08-20,2806,Monitor,Eletrônicos,SP,5,85.85,429.25
2025-03-08,4107,Notebook,Eletrônicos,SP,4,1001.91,4007.64
2025-09-06,1907,Mesa,Casa,BA,3,1852.49,5557.47
2024-06-26,4441,Monitor,Eletrônicos,PR,1,4449.75,4449.75
2023-11-14,2228,Celular,Eletrônicos,RS,4,2082.67,8330.68
2024-12-10,2831,Cadeira,Casa,SP,2,4467.98,8935.96
2024-10-17,3753,Mesa,Casa,SC,3,2545.13,7635.39
2024-07-21,3476,Celular,Eletrônicos,SC,5,4472.46,22362.3
2023-06-18,4583,Cadeira,Casa,RJ,4,1809.03,7236.12
2024-05-19,2443,Mouse,Eletrônicos,RS,5,3475.26,17376.300000000003
2025-03-05,1182,Mesa,Casa,RS,4,4273.33,17093.32
2023-11-19,4345,Fone,Eletrônicos,BA,1,4989.24,4989.24
2024-01-22,4161,Mouse,Eletrônicos,MG,5,96.86,484.3
2025-04-20,3678,Teclado,Eletrônicos,MG,3,1249.24,3747.7200000000003
2024-07-29,1886,Fone,Eletrônicos,RJ,2,3950.96,7901.92
2024-09-08,1342,Cadeira,Casa,RS,1,3944.72,3944.72
2024-05-31,1136,Notebook,Eletrônicos,SP,5,4182.51,20912.550000000003
2024-09-19,2803,Fone,Eletrônicos,RJ,5,2379.6,11898.0
2024-08-18,3138,Monitor,Eletrônicos,MG,5,4336.06,21680.300000000003
2023-04-01,1217,Cadeira,Casa,RS,5,183.89,919.4499999999999
2025-11-10,3111,Mesa,Casa,RJ,5,4566.79,22833.95
2024-05-09,1137,Teclado,Eletrônicos,PR,5,2570.06,12850.3
2024-01-07,4263,Notebook,Eletrônicos,PR,4,2960.54,11842.16
2023-12-26,2752,Mouse,Eletrônicos,SC,1,4564.63,4564.63
2024-04-26,2973,Mesa,Casa,MG,3,580.69,1742.0700000000002
2023-09-28,4957,Mouse,Eletrônicos,BA,2,4136.85,8273.7
2023-08-29,3582,Celular,Eletrônicos,RJ,4,2405.15,9620.6
2025-09-28,3474,Cadeira,Casa,PR,1,4181.65,4181.65
2025-05-04,1406,Notebook,Eletrônicos,RJ,2,658.02,1316.04
2024-07-05,4939,Monitor,Eletrônicos,SC,3,2519.58,7558.74
2025-03-25,4331,Monitor,Eletrônicos,MG,5,1865.8,9329.0
2024-08-21,4869,Monitor,Eletrônicos,RS,3,3437.2,10311.599999999999
2024-04-12,2022,Notebook,Eletrônicos,RJ,3,4157.22,12471.66
2023-03-28,2662,Mesa,Casa,SC,5,4572.6,22863.0
2024-01-04,3741,Mouse,Eletrônicos,PR,4,2270.75,9083.0
2024-07-15,4727,Fone,Eletrônicos,SP,5,3429.67,17148.35
2025-04-30,2270,Fone,Eletrônicos,RS,2,4998.13,9996.26
2025-04-09,1536,Celular,Eletrônicos,SP,2,766.27,1532.54
2025-12-12,3405,Mesa,Casa,SC,1,1209.3,1209.3
2023-01-23,2307,Fone,Eletrônicos,BA,4,2036.32,8145.28
2024-12-01,1898,Mouse,Eletrônicos,SC,1,2256.82,2256.82
2024-06-09,2091,Celular,Eletrônicos,SC,3,3183.58,9550.74
2024-03-03,2234,Monitor,Eletrônicos,SC,1,2106.93,2106.93
2025-11-03,3612,Cadeira,Casa,SP,1,4629.2,4629.2
2024-07-17,2579,Notebook,Eletrônicos,BA,4,4228.11,16912.44
2023-03-24,1388,Monitor,Eletrônicos,SC,4,2738.13,10952.52
2024-03-17,1610,Monitor,Eletrônicos,PR,1,1570.15,1570.15
2024-06-07,4762,Monitor,Eletrônicos,SP,3,3653.17,10959.51
2025-03-31,4988,Mouse,Eletrônicos,MG,3,1600.98,4802.9400000000005
2024-07-20,1189,Mesa,Casa,MG,5,4213.79,21068.95
2025-06-21,1437,Notebook,Eletrônicos,SC,4,3761.87,15047.48
2023-05-10,4434,Fone,Eletrônicos,SC,2,3458.97,6917.94
2024-12-28,4000,Celular,Eletrônicos,MG,4,3951.79,15807.16
2024-02-14,1378,Cadeira,Casa,PR,3,4624.06,13872.18
2024-06-12,3297,Cadeira,Casa,MG,4,1899.33,7597.32
2023-05-29,1728,Fone,Eletrônicos,SC,1,3895.15,3895.15
2023-07-23,4207,Mouse,Eletrônicos,PR,1,4935.19,4935.19
2023-07-21,4575,Monitor,Eletrônicos,RS,5,4848.82,24244.1
2023-08-03,4593,Mouse,Eletrônicos,RS,3,3720.63,11161.89
2024-06-24,2771,Monitor,Eletrônicos,SC,3,2529.03,7587.09
2025-04-05,1893,Cadeira,Casa,SP,2,2702.22,5404.44
2025-04-10,1932,Mouse,Eletrônicos,SC,2,855.63,1711.26
2024-07-11,1109,Cadeira,Casa,PR,5,345.2,1726.0
2024-12-24,4990,Monitor,Eletrônicos,SP,2,2256.25,4512.5
2025-12-26,3810,Cadeira,Casa,RS,2,911.18,1822.36
2025-06-16,2956,Celular,Eletrônicos,MG,2,3343.8,6687.6
2025-05-06,3211,Teclado,Eletrônicos,PR,1,1555.69,1555.69
2024-06-17,1657,Mouse,Eletrônicos,MG,1,2392.29,2392.29
2024-10-17,1980,Fone,Eletrônicos,PR,2,1842.14,3684.28
2023-09-24,3176,Fone,Eletrônicos,SP,4,1609.92,6439.68
2023-03-07,4467,Monitor,Eletrônicos,PR,5,4674.89,23374.45
2023-01-04,3502,Fone,Eletrônicos,RJ,1,1813.0,1813.0
2023-09-08,2493,Mouse,Eletrônicos,MG,1,297.47,297.47
2023-05-03,3973,Mouse,Eletrônicos,RS,3,1157.85,3473.5499999999997
2023-01-28,2825,Mesa,Casa,PR,3,2163.22,6489.66
2025-12-14,1816,Fone,Eletrônicos,RJ,3,4832.33,14496.99
2025-07-18,1807,Notebook,Eletrônicos,MG,2,3068.64,6137.28
2025-03-24,2751,Cadeira,Casa,BA,5,1759.72,8798.6
2024-06-25,2583,Mouse,Eletrônicos,SP,5,388.77,1943.85
2025-12-06,4469,Celular,Eletrônicos,RJ,5,316.63,1583.15
2023-02-20,3853,Mouse,Eletrônicos,MG,4,2191.44,8765.76
2023-11-07,3656,Notebook,Eletrônicos,PR,2,1848.64,3697.28
2025-02-17,3285,Notebook,Eletrônicos,RS,2,4635.67,9271.34
2023-05-19,1258,Mesa,Casa,SC,4,4340.88,17363.52
2023-05-01,2666,Fone,Eletrônicos,SC,5,3825.79,19128.95
2023-11-24,1523,Celular,Eletrônicos,PR,4,4851.32,19405.28
2023-10-10,1083,Notebook,Eletrônicos,SC,4,3133.44,12533.76
2025-03-01,4611,Notebook,Eletrônicos,RJ,5,4455.33,22276.65
2024-12-09,1090,Teclado,Eletrônicos,MG,1,1199.31,1199.31
2024-11-23,4616,Cadeira,Casa,MG,3,354.38,1063.1399999999999
2023-12-01,3185,Mouse,Eletrônicos,SC,2,750.24,1500.48
2023-06-28,1836,Fone,Eletrônicos,MG,2,1773.78,3547.56
2024-08-29,4518,Monitor,Eletrônicos,RJ,5,1664.75,8323.75
2025-11-04,3186,Mesa,Casa,SC,4,4479.74,17918.96
2024-08-27,1698,Celular,Eletrônicos,PR,1,1133.61,1133.61
2025-05-30,3242,Teclado,Eletrônicos,RS,4,3211.9,12847.6
2024-03-06,3094,Monitor,Eletrônicos,SP,3,3680.44,11041.32
2023-04-21,2720,Cadeira,Casa,SC,2,390.09,780.18
2024-06-30,2122,Celular,Eletrônicos,MG,1,4133.04,4133.04
2024-08-10,4045,Celular,Eletrônicos,SP,3,4627.45,13882.349999999999
2023-11-18,2909,Fone,Eletrônicos,SC,1,4243.32,4243.32
2024-07-09,2780,Fone,Eletrônicos,RS,3,3830.97,11492.91
2023-11-13,1466,Mouse,Eletrônicos,SC,4,4914.42,19657.68
2023-01-03,4264,Cadeira,Casa,BA,3,3702.63,11107.89
2025-02-26,2070,Teclado,Eletrônicos,MG,1,4243.92,4243.92
2023-01-23,2417,Fone,Eletrônicos,SC,4,1860.34,7441.36
2025-02-24,2443,Teclado,Eletrônicos,BA,5,3392.07,16960.350000000002
2025-12-12,2129,Mesa,Casa,SC,2,4803.87,9607.74
2023-10-25,3753,Teclado,Eletrônicos,SC,2,3151.25,6302.5
2025-07-02,1054,Mouse,Eletrônicos,MG,4,2458.87,9835.48
2024-10-04,1827,Monitor,Eletrônicos,SP,5,4138.81,20694.050000000003
2025-09-24,1896,Fone,Eletrônicos,SC,2,3130.01,6260.02
2024-08-26,4884,Cadeira,Casa,BA,4,236.61,946.44
2025-12-08,4506,Celular,Eletrônicos,SC,2,2893.51,5787.02
2025-12-04,3329,Fone,Eletrônicos,RS,2,230.75,461.5
2023-11-30,3796,Mesa,Casa,SP,2,1566.05,3132.1
2023-09-10,3770,Monitor,Eletrônicos,RS,2,1041.69,2083.38
2023-06-10,2199,Fone,Eletrônicos,RJ,1,1825.18,1825.18
2023-04-14,1809,Fone,Eletrônicos,RS,1,2502.05,2502.05
2024-07-23,2585,Mouse,Eletrônicos,SP,3,3208.11,9624.33
2024-12-20,4982,Mesa,Casa,MG,3,3975.76,11927.28
2024-07-02,4479,Monitor,Eletrônicos,RS,4,1012.56,4050.24
2023-05-20,3592,Mesa,Casa,RS,4,3667.62,14670.48
2024-06-21,2488,Mouse,Eletrônicos,PR,1,692.34,692.34
2025-01-29,3483,Mesa,Casa,PR,4,3773.75,15095.0
2023-04-05,2178,Monitor,Eletrônicos,RJ,5,4227.37,21136.85
2025-03-05,1377,Teclado,Eletrônicos,RJ,3,1075.89,3227.67
2025-09-25,3864,Monitor,Eletrônicos,SC,5,2933.89,14669.449999999999
2023-06-11,4064,Mouse,Eletrônicos,MG,1,187.43,187.43
2023-05-24,3356,Celular,Eletrônicos,MG,3,4735.25,14205.75
2023-09-14,4379,Mesa,Casa,PR,4,4228.14,16912.56
2025-08-27,3396,Mouse,Eletrônicos,PR,1,1149.33,1149.33
2023-07-31,3595,Celular,Eletrônicos,PR,1,4081.09,4081.09
2024-10-17,4088,Mouse,Eletrônicos,PR,1,830.49,830.49
2024-12-08,4269,Mesa,Casa,MG,3,2055.14,6165.42
2025-05-17,1895,Mouse,Eletrônicos,PR,1,77.01,77.01
2023-04-30,1293,Monitor,Eletrônicos,SC,3,3341.6,10024.8
2023-12-13,1380,Cadeira,Casa,SC,5,3111.79,15558.95
2024-02-05,2766,Cadeira,Casa,PR,1,3408.22,3408.22
2025-06-16,2846,Mesa,Casa,SP,1,495.51,495.51
2024-04-30,4506,Celular,Eletrônicos,PR,2,2700.77,5401.54
2025-07-16,2819,Mesa,Casa,MG,2,507.09,1014.18
2024-11-16,4966,Teclado,Eletrônicos,RJ,3,249.12,747.36
2025-12-27,4459,Monitor,Eletrônicos,SC,5,458.23,2291.15
2024-03-20,4369,Mouse,Eletrônicos,PR,2,2972.59,5945.18
2025-07-10,1140,Cadeira,Casa,PR,4,1232.03,4928.12
2024-06-12,1805,Notebook,Eletrônicos,SC,2,3052.43,6104.86
2024-04-28,2988,Celular,Eletrônicos,SP,2,4735.6,9471.2
2025-10-04,2803,Notebook,Eletrônicos,PR,5,176.01,880.05
2024-05-05,3455,Fone,Eletrônicos,PR,5,294.29,1471.45
2025-10-18,1725,Notebook,Eletrônicos,SP,2,1319.2,2638.4
2023-04-10,3488,Celular,Eletrônicos,RJ,4,4173.62,16694.48
2025-12-03,4332,Celular,Eletrônicos,MG,5,4226.02,21130.100000000002
2024-12-07,1740,Mesa,Casa,RJ,2,1297.42,2594.84
2025-06-18,1618,Mesa,Casa,RS,5,811.45,4057.25
2024-04-25,2416,Notebook,Eletrônicos,MG,2,1772.3,3544.6
2024-10-07,4454,Celular,Eletrônicos,RJ,4,4746.42,18985.68
2024-06-02,2264,Monitor,Eletrônicos,MG,4,2355.95,9423.8
2023-01-19,3295,Mesa,Casa,RS,3,105.42,316.26
2023-09-19,2795,Mesa,Casa,MG,3,4736.77,14210.310000000001
2024-05-25,2869,Monitor,Eletrônicos,SP,4,2381.63,9526.52
2023-10-12,4321,Monitor,Eletrônicos,MG,5,1525.65,7628.25
2024-02-10,4124,Monitor,Eletrônicos,RJ,1,2959.48,2959.48
2024-08-08,3156,Teclado,Eletrônicos,MG,4,4008.17,16032.68
2025-12-22,2332,Fone,Eletrônicos,RS,3,2037.67,6113.01
2025-05-25,4408,Celular,Eletrônicos,PR,2,2611.84,5223.68
2025-03-08,3251,Cadeira,Casa,RJ,5,1693.68,8468.4
2023-05-20,4965,Monitor,Eletrônicos,SC,3,1928.13,5784.39
2025-04-03,1763,Notebook,Eletrônicos,BA,2,2585.67,5171.34
2024-08-07,4920,Monitor,Eletrônicos,BA,1,3385.04,3385.04
2024-04-28,2256,Celular,Eletrônicos,SC,1,3047.8,3047.8
2023-01-29,4904,Fone,Eletrônicos,SC,5,1963.12,9815.599999999999
2024-09-27,3110,Mesa,Casa,RJ,5,3393.08,16965.4
2023-05-27,4222,Monitor,Eletrônicos,MG,5,4037.6,20188.0
2025-01-22,3623,Mesa,Casa,MG,2,732.4,1464.8
2024-10-15,1410,Mesa,Casa,RJ,5,2046.27,10231.35
2023-01-05,1221,Fone,Eletrônicos,RS,1,4307.59,4307.59
2024-09-10,3113,Monitor,Eletrônicos,SC,1,547.48,547.48
2023-04-02,2214,Mouse,Eletrônicos,SC,3,3298.99,9896.97
2024-09-09,4749,Cadeira,Casa,SP,1,2858.35,2858.35
2024-03-12,4345,Teclado,Eletrônicos,BA,1,1765.22,1765.22
2023-05-30,1218,Teclado,Eletrônicos,RJ,5,598.87,2994.35
2025-11-10,3412,Celular,Eletrônicos,PR,2,4305.07,8610.14
2023-02-15,1821,Notebook,Eletrônicos,RS,5,1640.09,8200.449999999999
2025-04-21,3071,Fone,Eletrônicos,MG,3,2895.56,8686.68
2023-10-03,4410,Celular,Eletrônicos,BA,4,2905.67,11622.68
2023-03-30,2326,Notebook,Eletrônicos,SP,3,3452.24,10356.72
2023-07-18,4027,Notebook,Eletrônicos,BA,2,3341.26,6682.52
2025-12-20,4764,Celular,Eletrônicos,RJ,1,4001.29,4001.29
2024-08-26,4984,Mouse,Eletrônicos,RJ,3,2912.45,8737.349999999999
2023-04-28,4871,Celular,Eletrônicos,SC,1,3968.33,3968.33
2023-09-28,2419,Celular,Eletrônicos,BA,1,3875.18,3875.18
2024-06-12,4249,Monitor,Eletrônicos,PR,5,220.72,1103.6
2025-04-17,2831,Fone,Eletrônicos,RJ,2,2521.6,5043.2
2023-09-06,3654,Mouse,Eletrônicos,MG,4,547.27,2189.08
2023-10-30,1987,Fone,Eletrônicos,SP,4,1591.81,6367.24
2023-10-24,3644,Mouse,Eletrônicos,SP,3,4576.71,13730.130000000001
2023-09-27,1238,Notebook,Eletrônicos,SC,3,1360.64,4081.92
2024-03-10,3587,Cadeira,Casa,SC,5,4733.17,23665.85
2024-03-26,4555,Cadeira,Casa,SP,2,518.9,1037.8
2023-07-24,3748,Celular,Eletrônicos,RS,4,3445.44,13781.76
2025-03-27,1542,Mesa,Casa,RJ,3,3329.33,9987.99
2025-06-27,1209,Celular,Eletrônicos,BA,1,3723.48,3723.48
2024-01-09,2623,Mesa,Casa,BA,4,2278.57,9114.28
2024-01-29,3777,Notebook,Eletrônicos,RJ,5,1669.76,8348.8
2023-01-21,1585,Cadeira,Casa,RJ,4,3775.49,15101.96
2025-11-27,1432,Notebook,Eletrônicos,SP,1,3141.88,3141.88
2024-10-09,4828,Cadeira,Casa,SP,1,3465.9,3465.9
